country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
USA,Manufacturing,Midjourney,61.0,1180,2024,lIAXr PBVIZZqLCcBXAQolRRrxuSdmipwWrbfAcEbNlnpikhfPsIHOAi uALsTTKcztKBhTQw RDOOsjnmpMbtKNKTKPhvX mNKWtAMrMYDAklIZ ldd yIcLpGPRU DztVdnjidVAJWweHYFQFzeH,35-44,Startup
China,Manufacturing,Stable Diffusion,78.68,734,2024,RvvMKzySMdpojgKOAIiQMwTMjYldbsrnqewsEdqKVGnQvNgafXQbvTugCiyZNlNppU eTcGHmIzPGQKsGOAgkRTEsdcETJVOEavBUgffFgNAkcZzdEftmjNHPgQMwMzMbQEKHMZmyFEWacFUmxPBol,35-44,Enterprise
France,Manufacturing,Stable Diffusion,40.04,5150,2024,N DzQiUrmXiUcycNVawVFCrSBkMgGruErbSNgNSvSBpAwSgLuTcjrsdvwSarfWfGyhHWUyGoKDVAfirJCZbJveLoXnhPXmpX MGWFiqVVpoRkcgAxCBVGVEXMwYdycwFBCXUCsrzTrHTsNQnAenFMF,45-54,Enterprise
South Korea,Manufacturing,Midjourney,20.97,4129,2024,EJGfulkjPOnWOcBFZGVEyigFlyjo Ts UWJYfYmTNhKsocBDbVWSoPxLsYrmvYYoO zvuXgHlWmFpXg ZfNcsJgWCuXbpGZZtYQRaNuHOVFIYNgmaqEukqgSzoN WWHFNzdgmUrNOOMteKHSt ePbh,35-44,Startup
Canada,Manufacturing,Midjourney,41.82,8515,2024,ypnApkKgREr BWCazMxE nfarElrhMsVKwjALA bifFvmjOaTMrMvtvZaNHddBBJzLGjGYCXLAG wwYnMpoVsNRxaVnbfMviOjrfOncwDLSDFRdEWUFeyvJHsruroBAIlOCNCpNpxsvChEpQHjaakl,35-44,SME
UK,Manufacturing,Midjourney,66.52,600,2023,NIQJiFLrzCDlkTzMsrADCNcTnCWQHi fdIY avDwYfMHhbSjRNvzgtJFaXLHDAoJpFaVCoyUwHzqEfUppk SiYzYmrCZybLgSXNcziAngBiYpClzQcVFdZjpxTbhUotUSixedXTvhDdzKwQxGHdJiu,18-24,Enterprise
USA,Manufacturing,Bard,28.11,9069,2024,CrdVyxNWCBBpQuwjjvggOxPszcFeOFSgftAmuqkZIOkYuPTup LHIrLakodlGjFuALKTOPdKybIQydpsAP FPAewobiNcBzxngdZfSLkEwgEGXcGJmKphelSPoomHQVhahjfgIryAwyKvxudnAS Js,35-44,Startup
South Korea,Manufacturing,Midjourney,93.1,8957,2024,HZeWCpKxfWeMvCXLsZHBYeHMAvofqWFxZgFpMXZNHTnXWJRtqmTCpNOKjYQllpPQTdaTR hbNyqrbsPrCif ShvLp YvdnVUGLtRRqIBKhvZImxKWJqAnjYrByvOvevsdwhD MBtZeyfOZlkVCwNCz,18-24,SME
India,Manufacturing,ChatGPT,44.92,4158,2024,sv zhKQAPnrUMZlwVvrCBasSj WwygojN wjKYLamtTwPTveVMpvqRCIJcgIvDqVAnCDyVEWgJqPlCaoyVbjrbmZOIhmOHMldrXoglMQOfKiIMaOcoyEDuQQjHaQUodoZKQXEuvsngyczrXJXMXjFN,55+,Enterprise
Australia,Manufacturing,Stable Diffusion,43.58,1276,2023,AkJmGvvegJBWEyxsTrwPhtER DeNNquWPaFaVGqNavBUAQmqWxVxLarF jF iQryBLaKvCIvOIhjHeFcQJSpAiLQKgZmlZuboKvNUDJDjRTAVHdMpZMNZCdeuvUq DMTWvCDFJwEAjWuMiXONUMQHI,55+,Enterprise
India,Manufacturing,Midjourney,32.9,4114,2024,DmuzwrhOyYEyQPRzEodautLxeyZ KwTOG AkdoHJGYQhSBuzZHPoHZDQkUqeeTkZyblqpinwMbLgWxUzNlqUsNXKJinqdInBjdicouexmpjqOsDhzlWSSEVMHqpRlvz vxXNoDwYfvOMezNnNVbIMX,55+,Startup
France,Manufacturing,Midjourney,35.72,8496,2024,AdFVhenjthYSKJNzxzfaGQk wLnjRCgrHTyfXQEFjFJCMOqSVWmnjzjYlCFuFXOYRaPElLxjlfSvXOQNfvcunQABksXOcZcbqYodJLOdQeecchbLRkUSCwilXnBJysXuMkheTbCtfmgSLmTVwLQJny,18-24,Enterprise
France,Manufacturing,Midjourney,63.31,1935,2024,GC UMWJdYcmKfXrZFyJVtYwLzOuWUihJEmcsHEktBLMmPvRQOvCDEFPNGWhiXaOgxoatrRXogyBei SBXjwDiExNiFDQFmkmefOaqsT qmprUpdAHLNUahFfApRzmhsnRqBOHzevuoQfgrpbVEJmYz,45-54,Startup
Germany,Manufacturing,Stable Diffusion,72.06,8236,2024,sBMvvRuBjlIgWj JeweMPMTAmvhlXAbV bskIgbFgfscvSfvNzJyVdWzFedXwlP MtbBVzDIDLlBUA IVKfHjSbC fIYFzpHdubKtrptKGHzSKMwhbVEAuQfisbNes FdsSGLvQQWpPMlRwyiR tzc,25-34,SME
India,Manufacturing,Stable Diffusion,11.85,1703,2024,QdcEftpyBwpyKadLnXLjhpsIgtbszXjQRJeEQNKhgIzokcCSHhNEUZTdLOtsXciKtWbZPaoXWJUJsijaZVXOQpfTUASTUUALaiVuKAjKcSdakTHdEhLOCpSBfqwvqHOIdvniYYQ QoYgWZrCCyNPEd,35-44,Startup
China,Manufacturing,Bard,21.63,7131,2023,VgfIQEqegi kNpWKwiVNXrAOZkQKrXXAOYkgXDuKxRjbpfTwNbPXNVBtsCBx vITCekGuDfwnLt FvShjsketDaehOeqOQIwfmu TdxKBkGubNtnjUH gdKEWKPmDycWnGSMnCBrqKeAMynBqUzoGt,55+,Enterprise
USA,Manufacturing,ChatGPT,98.74,7162,2024,ylaSOHhuixaHxQhPBmGGetwQRfwKjGOsbomkGgNIScdlxmUGPwVIjvsZLRypWbmsWTAvOcHmyOPPLpKtrxigtaZMMAElZEuwuKyLECyEkrfnbAUCBaRfu IjUiRWcBcwGSVwiZJXlPWkpZZHIESMBL,18-24,Startup
UK,Manufacturing,ChatGPT,45.14,3091,2024,mctXbIHSNgUvncFuxndyynvNqzJgvrbBQeGONMYyUnFUVdKsTqbujmyOUdnxmCTloJonzrUXzallHvlHShWunwqAKLYvcaElDkWyKTTMTYfHgxFuBokTMqgbUmrWDqzhPIlSgYwzuiFcBwEEvCOaqq,45-54,Enterprise
Canada,Manufacturing,ChatGPT,30.39,1154,2024,wAenAtJPvsOzdEnfCDBYzhRDcWxUNnbwaupLGONajKKfKAqJ wGUPzLTulAltfUeQIVfTabBJxnYRqxXb lFmZmMbxbAIrORBusWMggaSHTUUobQFdQchdTMMRSFxxuHxLZRNimGClJGb fztMDHxV,35-44,Startup
Brazil,Manufacturing,ChatGPT,88.23,6447,2024,vRTJVSdemKXNdkzvxusEuPPgDMlBWuKECfHFEssVYGOaaBcaLkVodXowQAJlJlhYKUEXfLjBHQJXkaKdaCLjftTgqmICEYqALyuInQIpPiTzvptPUcSrGSqIugzpRXRwGyTZceyscEfXqCasLdqDRQ,55+,Startup
USA,Manufacturing,Claude,81.03,6285,2023, HdrFYIRYnw KVlQbxoGnmiUGWRY aLaddGTYZDkYUWWXPAyeBByIExBmIRutjpZVUENtoIIFMTqBtSzxqylwbidWIpMGfrLQJdMlJteJDLqAMQj y ySMfbGr fSWhMnkRGXLeTgQkYTfgBCdK Zm,18-24,SME
China,Manufacturing,Stable Diffusion,84.4,2405,2024,lxMLHsdMbg hkpaikIIpEVcJdk NvDcrFUksWAPRykKAHpPwbMOBjFaaVyXMEzZaXGXhP ZeFxkNaEEuQWnxYzsVvyqMncTKMXYPuES oQvFgTBHiQwdhbZkuldCXKjBbdZAszqGBZoHqcpcvpiMme,18-24,Startup
Brazil,Manufacturing,ChatGPT,7.43,4000,2024,nHPlCCYRdTEjDrHescFiGSbZTONpUpCKYSMdeMuRevaeKOnRdSndrfvbTkSWgCxKSJuqLhoVSadECKZehTkmnsm wHzPwhlGtNKZLeSobJmRSNdefXbgvZFbMJEZiJFBDqZCgPCPyPMyCrizCUJGmm,35-44,Startup
UK,Manufacturing,ChatGPT,8.68,9698,2024,dSxlTEwQibMNNcIsVr wVsjpkOBU jiCmdTkFdpLZvhgwhGwOcOTWiVSHfMK tpuHGmYnfjVpqUHEVSyRTjnRmubCBjQLWLHZLbdgmGGLvwSQvL vTkXLADoxAihhgMQtUoozxIniGQBYLLsBCpBCX,45-54,SME
China,Manufacturing,Midjourney,71.52,3979,2024,GYlL wWXcmMQImkYWBOFMjgWBSaqGrNDDIuGXWcLnLRTFbXdTpfQsRPdFEfpdIcayZNzTbylA VxInMsyDzZCjHaxezOgUawVQzh BbdAnPsIrlcNOqsiwvFJqcQWbVsjPHeLoUhDIGSEBTntcVvsv,35-44,Startup
Canada,Manufacturing,Midjourney,30.01,7336,2024,PKeoLTVUwWPHdkfueITxBFxiQwbJTvYSUeSccR CwdeqGijIgQxvszDwX mTQKANMqyglcKUcVVGwjvHNaiotszkRJeWqtmCFlvsSrQovDoPTsbAcTdtQrHDGyqySVk KWTWDqbvROVuiLwzOWr SC,25-34,SME
Australia,Manufacturing,ChatGPT,73.68,9230,2023,CBiifibPAWXOlP hwKgps QYINkKQkTYXLUOMriiPqwbFDczaBRchYnIDtIicQfJGPASJFFb RIAWxEmZNZQPhnUSMSzUuFKELWhV DSkvbiKKlookZJ etrYfnipNpKxgxjOQSbNMnTTfRLnlWzeh,18-24,SME
USA,Manufacturing,Midjourney,95.17,2327,2024,NENFuaAzvhcRodoUtRnuSmYdXCNqIZMxeorg tgAdMCMPLOjgaWmMZs iUzUaCSvXrqBSMZkvfcbTgNPSH soDOhHGOklbFcdtlWxWpQBkosDNdNi OvbkUgkmQ ll LQBjDPtugmas  KmPRwscig,35-44,Enterprise
Germany,Manufacturing,ChatGPT,61.58,8899,2024,mEk VVlapFWAyZyduohNtiKxHsrqYXFULpxFJCutghwVuUyvuaMOoxwzzqZPOcZFNmGTW CMirqEsHs zuCsC ernFetqsQIoJsRHautLJRsgjxQUFDBLbQxizDBsDqTyPJYVDiKepXMhtUiLkXjNw,35-44,SME
Germany,Manufacturing,Bard,30.28,1256,2023,EdZcWOrZIMNWRHEKeYjtRTjOI zCKXDoBADqfYSOlJRPXm IYwePqWnAtRmXStEbNSihYGiWBgXIEQMqOsFkCKYUJhzLvuZugjIHSBXeOudfWiORyHboxsRGrAyzfuTvoVNQFekPcWsMdtiExQDXQz,18-24,SME
Canada,Manufacturing,ChatGPT,6.05,1405,2023,lvDTpouWCSkDICtjKfEWrvPzZfWpiseGgmlsKfuobgmwNdLcbXclXqlFZLOxRfuzqxTCUYTLFtaguAIoeLoLfpqDMZStPkkHNoKsPTAj ixtXlABHHqPebwXGTOEfNXsgJefUoeyLdOyyDDHRqT jp,35-44,SME
Canada,Manufacturing,ChatGPT,38.89,8829,2024,xXyXyJnCmSOyAkTsMzjMpJUgssVvtNtzgMjANlgIwRbtvNbeWbTkPgDCDHbCILSdpklHecdWXYUnlBZVZNWNHcNONBFUNoCORjOEzYAIXVujezQsDQVxYwGzmthTrAWIITgAUqgpqIJwEIqRdNFxBF,45-54,Startup
Brazil,Manufacturing,Bard,37.16,140,2024,YELzZEwRjogSUqubTjPGwgwUeTIACznyoPnSdyPIgxCKYOnFosLAIvJdzlATVI QqgAntqSubfjNtZAfABmUeqrXGGFgRzCkvsfFegdKMHTuygiYZxlxdxXTq vklgWiFbUNwOOHjjnSRZraIhftZz,55+,Enterprise
Australia,Manufacturing,Midjourney,62.34,4662,2024,FashlNjDHxDBJeWgAGXmsJgufzSFUjYwbsFqKIQMpJyxFeSs shHWQSndyVZYNpbsZuwcyJhwvTeAmlCP ElCA gWPTSZ SgaIzsZTQLIInGAmsDxGPFsYEyCKZhWrnJgiiFMWNaYvKhGKXaQ uJAH,45-54,SME
Germany,Manufacturing,ChatGPT,37.63,3659,2024,MSjccLnoxkBYpIBysWXHVAgcaZhRvFHkHoSmzSVOVDrbotqgzDtUHOwNcalNfVjCJguGSDBahKlbwbGOLhDQkTiCpbUooYHRQellPHWPxDBKEslcNxBodDaohctXmSzlJlmikpZCblzdf yFbAhfDY,45-54,SME
USA,Manufacturing,ChatGPT,1.58,6122,2023,dmOxIllJwpipNMxnkJyHysveGYarXDHEWKvfxoEklUJQhbHGYYgmt FoxQquzqmMLoMIqpqAftgYXzsoSDOQzEjwwtjYsSAWT lwUtJpargtzGUToOSSYXqKLiFEPhsFmGpOnXObLJrXrGxBj R gh,45-54,SME
China,Manufacturing,ChatGPT,58.27,4226,2024,lWANJhlhvxpSZshzrVGnAHKIMbYRZxODv qiQLlooCtJbmWgDAULyyqlVAuGDBmGUaQAnGDrIdrMRSWIUjiR FzcUaFxSsDdKwuAY VmcBMYDPlcxMOvsdzYjpvHjXqJvZkwKkGlwVNsTsRATxYuTh,18-24,Startup
India,Manufacturing,ChatGPT,84.45,510,2024,rTLuvzPCgwiMpeswYmwJreSlj qlrMwT OKRTF OQhetUanqhfYmdgHwLQBXquyBTHOOMMngjaHhqyLDuwvswBIRBHyoykeincfOlunQRkMchbAKOlHntlBafTdXBje DlhpptxPuVCcUIhpxpZzqD,25-34,SME
China,Manufacturing,Midjourney,35.97,7726,2024,lNYWNPcLMkwBpXMinASyHxzarnpKcYMpsRaWuSUGQqaNFJGfZdxIZcNPVXcFSOlrsqZNRYyTscTqjXKJhOJgM jlVdBJ LpsPDYpKGAdVsQjAp xQpSJRaswfXtHGOEQsUjJUhUxCaFSaLJBwHsPIX,45-54,SME
India,Manufacturing,Midjourney,24.73,6914,2024,wdVlNbyZxMmijjwIfblvJmQLLLvgirebDdWEHrtvJOybnucYgvbPq qQGEeRejNPGGfFNhPBPelhqpgVAOScCEtm vEQqNGLIAcQFfxeHwTVSQNrkLxUAfPrGiVluCEsAKpKDapDbZtmhUKVLRMoWU,25-34,SME
Germany,Manufacturing,ChatGPT,96.55,5758,2024,KrPaMHguwTiFIKiewGRnWbbjRznaCEOkW YooPTonPviBfFSfsChRggLPSwJSWhnxUZkcvWBZnk woBSGViEo UefQVBiMDTVHjLZX yeiKlWpPIWYKYTqcVsqyjbCuWEvCOuXATggJKsj gvempfy,25-34,Startup
Brazil,Manufacturing,ChatGPT,36.43,4587,2024,uFuo SfPtCcTyXhM beEdwsIfNDIwnQDJjzLpfpUcZWMlYPqPCMWgXvldjYaBtpUUlxWwQnZSiaZpgyWrx IwbpviGsubQOjhNnywNcqGOuGqKg pdntNkqjqiMiuFubEoYkFFMV lhpfbSplsTmKh,25-34,Enterprise
Canada,Manufacturing,ChatGPT,10.69,9940,2024,irjEmcIHdJxDrTZYjKMoTgdHadRZADEnLslJyrHSOqSUgmHCYfLcqyNhAvlJnQEfcYQvdEnycPAbilMyiUgGTUsdDvmQIEnYkGMZihvbFqYbNECcbLQSnnrkGQuXRgogxZUUynOxOBQfcKBcgVKWpX,45-54,Startup
Brazil,Manufacturing,Midjourney,68.16,2436,2024,LGnTAWVEVBWXTKWVkZfKxGiZvQuNZaFiygeTquEpdtfjtNNLfjsLTycELyVBBEfkBbEneicU OtYsMKScVNKKWgDdI WYuKfUPcDAaNguutUOBBvvvQrDRriDWpTMCApR dEJJOrRsRzEYUcSmObVG,25-34,SME
Brazil,Manufacturing,ChatGPT,67.36,2521,2024,rvNanVqKzPjdYHTIiBxvbflpcNBDthAdIKpqWqBFMjItpLOBkesTSD aQZwrRgAcWZInhIdlbEBPiuIjzDEHVUAIrzheDeNBnxFHPJXLnLQpvbHRgOWTRtECLHJXRsSqvFLgENKdyFLgkGtTBKjGSK,18-24,Enterprise
China,Manufacturing,Midjourney,89.98,9344,2024,NGwkaEfmXcaJPLaKGVL HlJeSvzpVgPMnbGuGgxocBnFzSdgcSpGaBQmaxzAjYdukCBB xzuiUuWuvzSoBJgrZwpuKsOG kKvwNPOZdYPtyPGaWDnxHgnyEVQnrSAQZDehakbybvxvNwmvMmYnaWUO,45-54,SME
China,Manufacturing,Claude,36.72,2708,2024,bwExgFgPOSyzELhyXtPpkFPphQxVI vnckJCLidgOcUYCDmfQTqAaMlCPqUyaroEmPShWUlfxMnafzIoziuTTBu MpUwgvzVJyoaPziDJXOFGXCwgtLBVNaZhRKdTjVG bZdmLQZFOcuVsffvDTeLy,25-34,Enterprise
South Korea,Manufacturing,Midjourney,28.93,1519,2024,ei mCvqxCkZcEnnIGreuDRYApqqxUzLTwodywwfHxLvDcrxbvMskIRtZiWTNmowwdPhzZOffwkcBhYkHnrDwcbPsMKQbxtCnw EeeVHDHXwkD NamUEEKFiOuvGt CbgfRUy nxTGjPnrZZbf l mK,45-54,Startup
Germany,Manufacturing,Midjourney,61.01,6211,2024,WLfFDbPdTXjLYBsoMyC SQIzKxrbdGkAzWWeZwFNcWxKRBpECZFKRDYeCzVnbxBEcluonZqoetuXTndjclwHNYabxfoBpdXBYrjcKUkduWBJqDBeChTnjGeFbRSvgdCkRTXlfXZCFxfGyKpi kgqoF,45-54,SME
France,Manufacturing,Midjourney,20.11,4581,2023,lDMqqXSbQoPLlstAyrfWWlkTQlvHCYScVgMeSUzLbCGYnLbYTXyKah KNhIwGWjjKjEigTWjvkvFfxYZOmmNuDlmPizysZmOsGSzdFbTIYkdvSdFEizdtrEVeLeLCOfDBrZPHbXqhbtlfinxmadXeN,45-54,Enterprise
China,Manufacturing,Bard,23.94,7841,2024,DuTJoXVgRTAsqOSrBWnFypEpUtxqIUZFrjDrWZxumMmwKKqjcXSlFOIBEXKjFmbuRxjgVJJfKrACxkZMPajLNmHHgBVWaseKISPsiVtN UJLnbiuJQKzhuIBYfdyPiAGKjPJtRSqL hySQLDTaYrnG,35-44,Startup
Brazil,Manufacturing,Midjourney,71.59,4864,2024,AkqDSbnjmlIOlLFNAFPHnlCtlYMaAQRXXhqhciSDhzCKRzoBrDSXmjfzxqJCRQXpMAydgTwMKQRuyALGICAte v rVLZHcYlvkUOEqcRnweMUCKBzGMYrqkxGkFPGfjQcvbMlTfeBzpsGpJhusXYjJ,25-34,Enterprise
Canada,Manufacturing,ChatGPT,23.36,979,2023,xbhOxpJbRbDYBjLPQusSxJPSPeNaMNsrCDMCSVPTcFeLotLalgQMjercjdQqPYbY ovZOzVMLojGtUpMvImCjswznviulFBSwKIAQIWPPaaUnouLMAVJSOVejfMgyAdFTISUyEZcmlKAmQEXEqXCTU,45-54,SME
India,Manufacturing,Stable Diffusion,91.56,1288,2024,mqmkgLrbNDFBpmGxJPRcPnduIwdHxOxFddEqAVLVKUUzddcOhUQlbI RkBRBgxJHeILjtvQcnIVZZcBBCrKZzjxUZVmJaKLtSvsgsamHTIMDdmMWBn joazyWXOBCFHcavFvnFEQWsbxLNOFxAjJTI,25-34,Startup
USA,Manufacturing,Midjourney,99.29,234,2023,LrVwrnJMAMbQodYEOHznDenofAHAomCCYWywLukyJlPJb mLsPaVUvgTUzTUjjSatsVBGxdqtCxjdNsaunUyGlAgyRgNjUmVqchxMyTMRGGGLRYHQ rLlhWLoGrMHBsDXSmaRMysdxcnDxlpSNm CO,55+,SME
Australia,Manufacturing,Stable Diffusion,13.25,1545,2024,KOfEWjEnUtXRDVARSXKDtgcSmHntnLzPZYLjAKpyJlCnEawYKaxrgdpSwcSJPFTCMLrSS bUpEiSvcrZrBVaEAvajOjdGRxVLSU xPBH XCbsdwjnUjLSswvdPaLeyGEooHBHpaiQUCbnjmgsRWKdv,45-54,Enterprise
Germany,Manufacturing,Midjourney,36.4,9449,2024,EbZrEmRzZVqAdKM pfoqbweqYTxnpQCvaNIozLDeFmwvbJQLVgXCgakXALAiISAWxgwFElCtuNyEkFNEroqaNafSylQr IvnnhwEwjbCoaspfvkbjachDmrt dBCAgcBdyDJispwaMHPKXyVVemSap,55+,Startup
UK,Manufacturing,Bard,9.19,2825,2024,bJepBrNUpIZWhThPVOqMvPjwWUtDAPnlngNWJmaDqVAhToXuYoaldphttzcjKqpfM ebPjejzgOPBJDwWhPqtP mSLHNChPgOWByTvhEAoUodWmsRbxkqxTRMWyoVbpvcYnJOOIW eYEJcXKDZcdHM,18-24,Startup
UK,Manufacturing,Midjourney,97.5,2571,2024,VJJspJvzISHnxAEEBXSYrBKhShgzdxu mCanlVAjzzdUwBAhYMwcRNsTjsJdtFkFIskMARkENkcvaDuDojIldERsySlLZuNmfHiIyRAyifyIKRJRHZlhafHPWHwsypmGcJSDi ozuvOauEkZqxrDOM,45-54,Enterprise
Brazil,Manufacturing,Bard,59.5,3813,2024,X pxaxmYkSipLSNhHIRLXLUObNdLfwDlJgkMgYoMWVUynxhRyJSlbzRRAEDeJwIuQkCJNZN brVPQsnbziUxkr XMRTB ZEJoRLwjrKNNVBaXEaKnibCUVFisLExGBVIVIaO rehVUDwrxomBLEyxu,25-34,Enterprise
China,Manufacturing,ChatGPT,4.37,5562,2023,VWwGjCFQPEOQMUZbEgvmWamzduVfVtEnA bIAaZvFKkiwzGhGUY rpNCRplfYEMkcCbnV fxrTvwqxfsxSorzwOxfzIjNpqYnrQDiYYfWasVVrjgfKGwpyTYjZPidESyqXGRVjCqdYliaMVmpIlCix,55+,SME
Brazil,Manufacturing,Bard,37.01,5455,2024,NurIFgBtcH WXJLhzohZanNhpAxZALVKqWlWSWLhzABmIcWGmxuxBPufWKUMVaLdhkcSWbpInqFIOOaiuxaiUOYOrjTqjxWONUAJGEGWpWBxGmhIRbjDzWTElngqyycjSNQUcvC ycQzwtmHTXrOos,55+,Startup
India,Manufacturing,ChatGPT,10.07,6422,2023,gWhYVChA BPzEDUwefehJedPaWiJcpCgBnfLjJaBQFOERtSuNNAiFpsMxbmEqPqpGQrLpDkyq SSMdGyLedLftvkYTAaZMYdcntItphP OudViYPcUYZBAfhkCdgdVIhYdHkcWBkEAeLsozTaSzHzj,35-44,Enterprise
Brazil,Manufacturing,Midjourney,1.4,6971,2024,vyfKPgobjbZNQFKbkdalXWsWWXWSfJWKxTnwLtaPrifbclJnRdHDjiGICGtRfVqvjyguxWddEcLlerfbooYElptjwNyzsANOuVmQAOcGihQnhbVqFwzdDBPsWORCLEzOiifFutVpKzsAQPAVohhXaj,45-54,Startup
India,Manufacturing,Midjourney,10.68,1322,2024,hPCVKhggHWxDtIQznkLgUUphZThGT LprNtV NBkfAVNPcYVIJQoIDy KokaQLjnFmVlKCDUtckngMQgfwWWuPGMnpleKXSdSKpTqWMcKemkIYqODaSuGengZ UAMaBJQBqpZLPVgXDNSOaazvUOvd,45-54,Startup
Germany,Manufacturing,ChatGPT,19.27,6975,2024,swobCXwRoy SgpnVWEShDFAlGsgXCluKlZxCAgsFLubMWouBvQyhFtsjn PLKMvluQVYpjwWAuvpoBByQgYMHTeqBFkwDnrhgCvCfSIdPnSMFMH jeRUbNGjFsPbrdfyjqVdEbtVYjVjlgBpHKfZTG,45-54,Startup
Australia,Manufacturing,Midjourney,75.85,9186,2023,Mbf irAIjzrxVLpGVuTVYKjZImvCfDdXHvmIiElSrBdjbbYOREjIXqLAZsxaRxJyyzDBpPCjiepfppRYVRPtQuhpllXQnZn lMnbpPROyuIyQznjLArZU TPFtAXCqkYoFQMRjGrJhGEMwDX edHok,55+,SME
South Korea,Manufacturing,Midjourney,81.71,2249,2023,dopdq rqtOUpySDIBZjAUHkPAnWdVnkNXwDQCKKXPHRbasyUAPwvyeBuSvuPBYdyTJIGknBaZaXNhjeplfYkaWAHfS eAdWaccsTvfqrlKlvnqbytDkUpryOIWhHScSZaRpWBtJrJXSdjTPsfxVAvJ,18-24,SME
South Korea,Manufacturing,ChatGPT,26.1,4974,2024,CkIIWTaFIpjUyDUmlIXqhZEDHceGzccCnvpNwpHSvufFtBYicIWUutfiyrVDmFiFAHolxSYRAaUIIVxqW gq eObLFpQmtghnbAJFSZpEUzyvmXhAKvvXziYHVGyRfejNonb kBfWREzKyaCbikvsx,35-44,Enterprise
India,Manufacturing,ChatGPT,33.94,2750,2024,yIEefcGTxuOFYHTiX xLtdOmmhnhK jAIgkzMlDwGcTMpwwlxVwHufBaqnmMAcnhaxVIXScALOZB hkTjEpjlsKHLZddNeUZc QRHnPIHAVCegjFVjfWjOQpqWaWBsHAxDTQSQ MMhde jdhoQofTU,18-24,Enterprise
Australia,Manufacturing,ChatGPT,25.69,4272,2024,azCZDtcNUzHXaR SSpekarmhbaWodmfInzWXhzlCFIXcWHSBckemGiOCLWAgPVhYVDXhZMulFDhFDLgrDXDRIfIaCCRmnVShzFbIrDTWPNthi jqrsADGweXLKwWleQwVqoVodoeHWALuiqkhTWLYp,55+,Startup
Canada,Manufacturing,Midjourney,37.63,8839,2024,wjEmRAdeBdXeM ctMhWKlwOAKaDmIMVCNCYrumUSvaNdoAoWeYYJXYFUADdLcVq ZMUHpWAFvkDkqcSQjUMO NwdmVWKRBB XYySqWcKBtOlCxoyNsSYyDeKCtLyOFRj dSXDANAdmpaNmbBqDmeHX,25-34,Enterprise
South Korea,Manufacturing,ChatGPT,57.18,5176,2024, MALXTnTpj pHtGhMJjInigIzGPgFnaHLUdynNKoDoOTbGkezZCfekAGj rihsNgTSpfkzwSErdLVpvNVzuVmQT ofaXWbYimngjLzsCcBKqGqSmPbtcTZsmkUFDTAIGMtsaVCgQxrKkXgbMHglqMG,35-44,SME
China,Manufacturing,Bard,38.23,2616,2023,wZGqzDDOWQnVeZiCFKCigrQpsHXlsuCjSwNBSjdTXCtMVNlrErlKvCatQhhfoLNlBMfhbHhSTGjFAvrapbSWBHtkgVMpPSIvZHBWMfPfwVFdCKZfIQftYBtQQOVWifuGaDsWNbXnbsgEzLGg fHMAy,45-54,Enterprise
India,Manufacturing,ChatGPT,42.33,8508,2024,MVNyNOyRyhkFYDChEGoVAxqyHmWVoV  bPCBIWIaRGiIZWSwDrDeEwmDCcC ISHsRErDnvl pSjHPqPTqhsATbnGRxZyPFbwkMRIaCZDBkdUCVSxxZLNzQrzmJXKCJxjQin ddgjZWFAIkHfxrttwS,18-24,SME
China,Manufacturing,Midjourney,37.29,2576,2024,ilwoiXSPnERTxfcHzSXy PJCkfghBhauMNchpwLKfWfKktymzCaeQLKmnsJgaVyoUGiINGnDUfgqjFryKKjXLgwfrGWyUIWWVuB CjIJHeoPhPWq qPewXejkrMQMysZYjvtVWhFZIkryDUMrqOiil,18-24,Enterprise
South Korea,Manufacturing,Midjourney,32.08,6297,2023,ckkUIYtHzJrWQQEaBrfKp NroCnEbZbPcltYEStqNqJjFKfl KtrldoJtkbQslrsxjniXlxeUzlvNjIbBVXljU EoTilyzIjsvTfWQaOUqnuWuLrEjDkkoZcnIXGuCdlweyufBnZwbovGzvqmGjMxL,25-34,Startup
Canada,Manufacturing,Stable Diffusion,24.88,2571,2023,BPGzNXUvpzYrLxvthrvReCzGNekVayFvHpMvXFglg ZLhzIasgHaykeFcjVyXBXmguyEicKhyWOPmdKe EXZGyaiKItoEIFUGStVOWDyDEduKEsWdYRvcgvwfuokvJSYWzJG dnmDiGMjEllUgyiL ,45-54,Enterprise
Germany,Manufacturing,Midjourney,29.35,1472,2024,drirjDeLBKOfwczMJhGcqckuYSOuCIuVlXRxqVLeZ hkjKHzAGVNCRXfWUeHZAdMJVqGAPTMBuQLpPS  XxlutaDeeEKfWxJtAbFBPF eKOqBuq uOQQGhQPwXpvNgr byTYKrPlRiNNaLhQTAZuBE,55+,SME
USA,Manufacturing,Stable Diffusion,64.86,6183,2024,HZsTHuwDYhmDTXVYAVCBdFuHSSy IOhCvCrsGQgnYETxYmRHdKgihRjCXFZXnazXdckMuPNiXwRKmBckRVuoslAghTGHcJrSbaSBVlxNpsGHLSfVPpmUIZVCvXXqWfXVJmnbgCpTFBXPPynkULRmSc,25-34,Startup
