country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
China,Education,ChatGPT,67.62,7321,2024,MEqEiMwAyuVJazbNRRqkTTExbambawYInwBUuCBOTuvJTEOrk egNXqCvALuJwYOdgFSBDrOgjGZSrBJBIApVubbkZnTIJlrxTbeOyuHy xRWZMSPaCApqghQIFzNHvLOZDhPDrQhmpOvmYLrpzMtS,35-44,SME
Australia,Education,ChatGPT,40.92,2289,2024,DXnnwcTiSdkuEVFPhbjVuTed yhJiCttfsgaDNEbirXYSheDKRPxSWpsPxSnQZFSJgURzyraMPMVxGMrMNmPzJVTFNFJrv EdtsSXIjCkWMXtXrWKghQetIpVaNnRRPOggQzhMOQrzOBYuHDBdQvoG,35-44,SME
India,Education,Midjourney,45.5,3539,2023,tipUsTNRPnOBWCuzrrEPUSSxPOIoZtPqkwSkkKAtHdhINTPVzS ErGGblPvtNNWDvwZdXLZKtWJkA aXPUzlvhpiRqkMkQlWgHitV MCJFdgtvCBNaxFaMYvMOeBFrnTxLTous qFEPzlkPFUjReKo,25-34,SME
Canada,Education,ChatGPT,52.06,5437,2023, LEhnEXxMOvaLUJaQWhnttUYgvnAGtsZeVFNktVJLfSwwAoRs BcOlYJyhqOsWAJCVhnOb uqhOlWYeDqUWY hSjZamuicnktyYTonk PepCyeZwpxACIQaWkaXibIXOjsLRjMtAvmynCvsQrxMuzX,18-24,Startup
USA,Education,ChatGPT,57.32,2886,2024,L GHNFmvClGPhKKCfvjanvwtRPTfdCRfjvoXTYjgVTMwLHmd kZI CoTRhSDCSfJVbMWLqJZPpPDIoZeKuslGhaatXtJStiWCSzyHSBQQzNMCmqeOgzgSDfOrTNsmaKAkdCZwEJivUBMmaIOMVMfSH,25-34,Enterprise
South Korea,Education,Midjourney,84.31,7499,2024,uuAOqCOTCKaiageMPIGyTmnDLVEsCuIXHXIhqNWdCuTOFQmDoZrLTZwcAxTawXLvRnUKrXsyoxxKZfUfJitrSpsfJNil xfHWVZINEYdZAwgFOxhRJMfrhNrWYDjtgWmjyBScmFnNFfVkYBsW nGQX,55+,Enterprise
South Korea,Education,ChatGPT,64.7,9132,2024,EfdJKxTxDirIFWZZQIwfAxfzbZbunKEyvO HgSvObjNuZJZxWiNDbZhbfWGxvLPNCdVqD hgQUreDNQDtKzQQmnNkaTIVflRuImiEKrzhEUeGXj ZJSWuZnGaEBAnFsqGPbMeIPwH LmlKUCqyQnCr,25-34,Enterprise
France,Education,Stable Diffusion,16.82,3672,2023,LoAeGJINTFKkANZfnLywPYuikUeoildWpwtMRneLLfbZwhtrFKRUGAkOmGuuMfsmXOuXvKZscBnPALebvfRwWLKJXvdmheWoPSTNPNpGNotZVrslZaWomeKzORkIXVbcnOIhlNfMawojqWQq gMgSb,55+,SME
France,Education,ChatGPT,68.28,2940,2024,AfbWgkUADVaWHUrtYlkZcTTMouapvqxnVQqutzLVjuxxOVgjHIPDVLWqmaHwAbAhJFMhjcAHvWY UoqxEawdWpWTiARFSVmpWpDrWBkuQrfhjKdVFahRbmXlzPSEOOfRMEbkQLgHwoLmNPhSyFBQjO,18-24,SME
Brazil,Education,Midjourney,87.55,8740,2023,JBwDZTlLQrGV dhatIplavhie KUNTrfIVfyngKXkoAWRzrUhIVgEGTxxzjKBkD NkozrUdxrZvUFyxFtjPaXKpnwdPinPxacQDsiHCBI eulxixsIbGrPeVSfcqBknOVBTiWNoDfnhyEYJpANKOxa,25-34,SME
China,Education,Midjourney,11.33,8834,2023,ZfaaLmmUQyCAIfAAjRILOtKNviuwBKPlEAtfFtiZjodgraCRNmMmnDTRHlFCG WgiwprQYkULXXNxGglstPi jytsOscdSmWlyDDUtFepauuwoegwwWkmSsKzgvkDvYgZuEjJrwDS NlZCAXMUAXNl,45-54,Enterprise
France,Education,Midjourney,16.91,3842,2023,dAIrggqkEKuXEbVpSmfPgixly EFPTWYo MUIGxNutoHSqSyUCTERBCGeFXasWzTVKDotoaAqTKmhgMIXpbUAPVXYCnrNfwvdmXhemKYugNkvWnMchwiPVACrmeymNaNXHKGlBJhxZaOcNsLcbNQWN,55+,SME
South Korea,Education,ChatGPT,70.48,5607,2023,LKwhvpaVFQVblvdsWoiVrxekRTGsFeMfdumjCvUctnOmXTqoZLjGfTSHuiuihMa HFzGlRjStGmNvLiTFXSKFLnQI jkhRcVVoFIqafeMuzXNcrHjpbcS sGpnedhTUgMKzrvmSAovzkPvdAxoSHoR,55+,Enterprise
France,Education,Bard,48.16,272,2024,kkftHkVvGOsLgikOpFxKbchfrMZivmxExJrLZdTeibp tbzFt asbQQBGMprqqSccjFZStVJD cDX kuDQEdzeuUhJRdiPnbVGoeClvG GaVtchVoOKrTcsmfjshECZCstFhQtNLvDm lxo Rckjn ,55+,Enterprise
India,Education,ChatGPT,19.32,789,2024,OQHbelsEULHEIyYkWRSJkGitCJhiheSxUhmzodACHXnidAWxnkqgDtgMUFfTamyjMUQSwokZoujwsPnexdZitQNQfSOFXMuOHElwLmtHKnwIIPqMIsYiIUnzWODnQSE audUmCQzapelxZPQxgOBJe,45-54,SME
China,Education,ChatGPT,23.19,7829,2024,WKbQmHj HjOfeoZx cVFLIYBPullIuCWNBlAaBgZjGnbOyWpKItiSf SnwDopgdugVOAvWTcTxLALabhJKvLpHCzWunWCoYamdvJEjJxpzfQxTFeNNsfJjUoNSBJVoLJPmZIfPPSUGFhXVMUNgfCQK,18-24,Enterprise
China,Education,Stable Diffusion,65.75,9711,2023,JhGxeNvXnpjbLdzFLTehMvTftPGvLkNDQVFqDYepzCjAWDTCoxkAMzWldtxjRuDR ubmPiagkRYyQAHxrZlUxYG TQLNhGVtDhbkItvFysiIoQlEkH jGCbSLeMEvgqhgAsrqeiMKmyJrVUAGNznnU,35-44,Startup
USA,Education,Midjourney,71.08,8964,2024,KMKmsmxRWXYoFZJZoOOycKscOVWbsDKNKZKiMvmbJaxHpmUvzhvFvhWlVyCjFIPLQCIxMqgxbbOPRwNuOqObYFKDwNWACtjEEOwctTQAemRfDjrDoywwhraEjWqNkxshlDKJbqJcwbYqYRUVigDhUF,25-34,Startup
France,Education,ChatGPT,34.11,9152,2023,TTYLKqocuXEJVzIcPKIBRgOFr xGJUrdBYhDonPAcLEkujjzQByW YqDrUuQcRJERFKpjG PtVCnBZtUTpVOHfvwfGPrwY obJQDcJolEaCJBEAnpqiWBFjWJXpqohCECMXfHycCoYtaYXZzOHJOmI,25-34,SME
Canada,Education,Bard,99.56,9888,2024,JakRgLWTBjaszOVZosiXlaUuQMaAPolbNxnZKRaojoQaEMRYc UHpXgoufjqGuojfrHFtfXUuCHAChRFDnezrpBtG vNdDGeoFeDNxbKXpef tBgUMAbSxSgqJwHMYudIijqSLzIQMgSkUQuFlfOex,18-24,SME
Brazil,Education,Midjourney,72.2,6163,2024,tUAksHXEcLbrwpWysGTcJMSlbpZFvuAIBjLorkQGvhOpQkFsAInyw lhLtatgJYUCxGNhPfanZyhuQXFoUpuNvBGfKAJtIVhQDtfePefvVJWAyFlwSZAqcFrcZvoLazWLcoSjZH OmUbpYZIvXKpCG,25-34,SME
Germany,Education,ChatGPT,48.58,1477,2024,nGxeyhNmHCWubr snRhlnZrpeeHbIoqlAdRTWvaunmztCPhUfWhmYoEciwUkyHaXsYZrrrBmIuGYiwDnWJhFUKR UaMqlYnpRntXUPbLOBPlgY H TVyaYzHLJIJPfZB HkLj ANljlKINLlgOtpUB,18-24,SME
Germany,Education,ChatGPT,12.42,5537,2024,gD uIJbWmXSdQfMPefBcsReFGtdXznOoTOIaIZwiKtEvbrEwDc SKhPBTDSDzLAAUmOVXwilTMrAfGomqIjNhsrPWkrzRWLDlLKWtKYqCvzACDkjyaDEmSvqqPKWVEjdjrBwiUFmiWYTnuoGfnHRnK,45-54,Startup
Australia,Education,Bard,45.05,8446,2024,GRRElXgaLxdLeyoDrgzBWGedHxxEPZRWTKzmxzROkZgPfBXtkQZvmSUEYRZzUvRXBUIHQICydacQMzTFyGozxUeWugqvOZVwGmwtfkr vwgaOuVMXqQVBAFUSSPmxNqK H VUUHqwjjMARuiFvgidS,35-44,Startup
India,Education,Midjourney,97.97,2705,2023,CrPmtxbuzkBorLmhQTfPRSPPdxpugYtIJKDroVOa LOjjZtQSXg vbdrijMxAecFWQVsalmDXCuebJLAwY CBUVhz ermIvKFkLWanyoPREcxlGdxxLpyRdoknyzp vHmDjxlciAihGsDMJa RiToz,25-34,Enterprise
India,Education,Stable Diffusion,32.6,1480,2024,tFBunBTSBxrrMEBVTaaIeZlRdSYwenghjWZcvKDCWgQfSLdVstLAUwmCUwotocYRNDkvZbvUtZVDRvUclIEHGdUvKneRmydMaAnbvYOdDJxKLpyEaqNvnvdPpQNXBqjBPubKMpwciKkfK OWEZoLNP,18-24,Startup
India,Education,Stable Diffusion,75.92,1562,2024,KQgArDlzxrgTICNvlgltArVGXMzQraEbJSVWPRBQKwnDjfnYWoJEHjSAnCjXX vYS zpGklxcCkTiINNwFvluecow wCFOtBgKWvqJTFehmspnULcnyCydpeAucelhYoIGwlVNvMInidBPMAElkYue,55+,Startup
Australia,Education,Claude,27.42,205,2024,jaKErCaDbCbnRsmEOUqrqMHOJVVdCHYtQKAdbTplJLvHXohdn KHhRugcsiVMzLMQfHyLRzOU NHvhfNtcejRBFOnLKSFGApdaEGEKktWYRtqNfEhoYtElPosvNVHTjRRixIRmaaOEwIOYORBmiLxj,18-24,Startup
UK,Education,Midjourney,82.05,3854,2024,UNskbRokzglmQVPFvUQunddYCJzAald VEWDfoaiTIEWOtipXhADxhzxZYnmZMandsHAhOgU pTDWfGHRjdwHQMOUdfGvZwR ZTWMkMzYYfgZ uQrxKxwslVDCvhnQkzAbLOzJHWlmDVBL OqWqOlD,45-54,Enterprise
USA,Education,ChatGPT,97.96,8896,2024,CRIDtmtkMaKjNJxRgjvBgtJQAUMvnARRWjFkrCLlsJpTkJuvyh XeSDjrEKyhoxzZCeBiogXigsTUxsWBVbOBpZIvmJWeKATkGggWhO SyppEYZVGMaLpSqmPxGYiagoDBawaPpOaGswLFlWO KVRu,35-44,SME
Canada,Education,ChatGPT,6.59,5415,2024,ULsabhCJPHZxaikYRoyGqamxrpvdWlVOQfmMqXbfDuZ QPuLVVLrfspvGBqfOrgTOlYEWqPhGSSZpfOXmVtnxRtNtuKCxtqmXOsMfENnlmbVxiVVESdwaETXGVycLcUcJeUO VoLvWypRWeVENgqXd,35-44,SME
Canada,Education,ChatGPT,77.68,8072,2024,TIaPujPtFyItlNOopdlrORiGwHiqRVddOuzclcaboDqzmqOsahEdurqTjGmzYFWQYVefkGvKUsCxTvbrtMOyoweBmnKbOyBGAnHEefzWScPsJTfEptRICWimWBWLhTOpIirLmUJpws sGqBoZWxJEG,18-24,Startup
India,Education,ChatGPT,63.02,8946,2024,sIZYLeFtrIUzWHDXAGKgtqBsXUNRSubGpORyFOgIwNpMUEmQsGeSUPKkzTCVOxMSGveYCeIqnPYlWPhFKOgKUhHrphAKjmmleDkqbLJSyFejZwMnztAdmjsTANsNnDAGfWXJ XTxrVVfKMLZwcaMVZ,18-24,Startup
Australia,Education,Stable Diffusion,87.6,4600,2023,XZjfZHWJSPzgHVyHCHUupQMOySQTAfZXQKjeUfUTDUBUoZSOSNFfHzIHNYAcgjrXBdMXvJSoULMnIwdAWkNGXwHoR ofSHcNMi LQyvFGPZVxVDhBBlNiVvq ZeS ZgDUfBf ngBHya YONBgAMilX,55+,Startup
Canada,Education,ChatGPT,56.68,1541,2024,ArLqgVmgiWFtUVnZqIhtADiOHgiQvHwkq ShkTYutfxUYBpoUPAeUSetmZYajJjdpSIHIZyzIqcTtvNoXAGbDCAdNhIaTxmnvjWCiKOsHAkOQ oLtNnRHpmdjOpOSBAUsYrnhzAebVPTJKTSz NBRi,55+,Startup
Germany,Education,ChatGPT,26.88,6052,2024,EfNBNYwYzankqXZRjWSEGojJkD jdwaHpWuWQzZdUkZwK EZunfeKWEYfqtXTwjLOPZ WnJHOyCynCLpsvePbSOpRrbqB sWpVJwhI PbVwKHlOKdvajeqKJNeePritDJGuWjDcuqTrfDuMFJecvCg,55+,SME
South Korea,Education,ChatGPT,42.67,2443,2023,ggSpHBGxqXMvIZrwzb svPWqFiPIXRAnLiHAXkRdZKUEfOHKEUyUsQBegRMRueHxqNXCKvJNRORbOheUYQbVhqrwIDcDjxnHAYNoWTsmuzgvZtaHScPqQjGOmmIcxUYcHERPy AWoeVYalfAqfLwvH,18-24,Startup
USA,Education,ChatGPT,89.5,5046,2023,mkhgjQruaaBieobwnPKUscYEvOcxKCVkVEAnOmvhhCxbeq CVeknhIRgGWHaQt axwjPFMBsuqHuHgJncqEwqaAMLnjOSyHmaUuqSyLZCtyMcndmVLGsXCXFLymnnepUgRzDcGqwNLFxgFXoywoWWT,25-34,Enterprise
France,Education,ChatGPT,25.55,5132,2023,ORxwEdtDnTvzzBhREwFVQWfMYBRCDQqJMzDKRLMpuWTuGIqDfHefkvDJvJUsszEjMkRJKzoPnqpgqYlRPJGKnUQNENd hJk kYFWFppllArK eRXZvRAtnfORtvzuvVWeQTRqbgogndJO aLumCByy,55+,Startup
France,Education,Stable Diffusion,12.78,1593,2023,VGxUYDGxjoWBzOUqCYHYHVpUKDKfhGmAKMOJqFWyOJGPWjpiQGquFm bTkzc T SJBWxlowQhHEWJMHysmDeemKxikqoYVDXkHppJxODb Stz caiwdZcZoot eKVWYhHhxgbnJHItRTzZDTNjvUsr,25-34,Startup
Canada,Education,Midjourney,73.12,5810,2024,dwYKJeXcyhNUsDNhYAhxsQbw QfuqnxGqVUqxYDlTuEQGXfwzUbXNDxezAizcXXBHVfIudtvuD BFBXWMIQSZeBkOQOkEZmVQPXBMDOsXx ni poKAYcDaLQseTZGRlMdGETJMspNKcdyLeTxZaMkj,35-44,SME
Australia,Education,Claude,41.64,7993,2024,cuFYSjBGJfwVvuNFMZUYLjHKrA G UJJlRdQqPwRbjJPLciPxEmZlZeLFhuIUEDGYkOzORJVsMYRxYAltypclBeFkIqagynWRaFhSYkWfssDhQsKsbeKnGVYUuKuDhfBvZEkjEftYyuBFRwyWcLmOc,25-34,SME
Canada,Education,ChatGPT,38.62,2858,2024, ZijoPCKCfDgkTNxXBlBrXjoWASHqcSLceYMIbAFaYaNBqWgKayOArhDeFMMBbzgXYzKVedJjyczhgfPWXImSSbpDhZeOnLqXBDiOkJaAnWIjdbjMiflosTmDAhttzYUFwUVrwrRGdnSuqZLL TaPu,18-24,Enterprise
Germany,Education,Midjourney,97.16,2386,2023,ZVNuQ NYKNsQAbjihHYxugHXByuLpVNcKTtkbolaPdNjPeNigLEOtnezcFYwCkrzLLTeKOjLCIXRsomgbMplpYKLGtT ESkkS EqxmeHyxFxkmKXtZviZDdTbaQOedgHkyjMLrF TlGJgNxQrMslQA,18-24,SME
India,Education,Stable Diffusion,32.84,6052,2024,ZWNHCyNzdnBkBKWCTjmGMwZLSBdXRTmFcZrAuKQkncsailhQaVLYTWUMkkEkVaWYrsdnmocQgTKTlWwsIYcupMRKoStXmBEWqpXfNLZRRUWqOjrAioaaCzwYJunRfvDh tYpPOfOgUpnfYl jyEHoO,25-34,Enterprise
South Korea,Education,ChatGPT,13.99,9977,2023,KTBOFTr DVzfnA  yxgVYBFMNNZLkjIbzfTkhITQGwWMPCXeWrmjxIvjGCFjnXPPdZOOcFwjENdxPmsCAxaOvLzTkqqdYZsolYRhwhndawFoXGm RWcfEmptd E pMFZkGjejlItDcoYzpcsJcopBz,45-54,Enterprise
Canada,Education,Midjourney,46.07,750,2024,P JDtIYtRCGbBiHnNzyTOhXSLjcJFQaCUaXF fKoTOvQyauKetHlnEFJMjafbYaXUbfBziSMYVTwfwZgEencWgIjhiVPAEWGlbCJWlQontxqQrZXPzoC yaQsXWpIouvOrOFTNupHalAIQltbznVYb,18-24,Enterprise
UK,Education,ChatGPT,60.64,5403,2023,bNXkEjDpdZbrVTcTLQTRInUNWOkWgefOhjUMKwMJzCNzeRoNPkzsnJXjexpcVzfvBhoYQqGsfKvWzpQun ZonRdkFAXlyHntEVGHHpMflhBKJPiPRUvdJPHwVCJxIMyjmJwQSqMAbvZPBSkuCHYmvB,25-34,SME
India,Education,ChatGPT,28.72,5335,2023,HaPKEWaCMnXIHjfhEvMBB bkqoCSTGnrxqpPghIuiFdKNsYojGitUAWChgCxiFqxMszocSVooHbcVIYoMHqfpeJmuHZQbTIrejZNtbT EHNOoXMgSfjfxQ gzBpxAKEAmpOkubxOWUYgalCVPxchEi,18-24,Enterprise
China,Education,ChatGPT,73.8,5003,2024,eDZFiqXcBJJMlLPmShEcxaQzHZmTPqnprPhRYmPApDpg SLlWoEsSyxMmWI IcoJLysPwbioiZxMqRWtDeynRcyLDNnaKxiyXWMxKMIwkRCncrnpl XzomWiPKLDAIYOsvvmMVlCIfRUWIwXtqMKnj,55+,SME
India,Education,Claude,50.67,8822,2024,YgVRF spzhopuITBnCWPGKIGHEIVxorHdFQAX gHDpb ZYkPVQhlFyLxITNOhSqiLvZAeARrtYijRETJCHUcxPDTvLjvVMosWSbtJxHIVq kaHJMwSZmEVeMaDVwBOmpVFnFaDITIyfhncQMWxqNSO,18-24,Enterprise
France,Education,Midjourney,36.2,6118,2023,qQlsqNHcEeAUhTnF aPnCsFsJHtsPkNTqVXuuArAR aiqtlc BfEymC lTRNNAIiwvOQHynBzQALRmYNIVvidpKiwPPjTFYpyxEsWGLQaPqhoROlFuoutzzxLHtYBdEs oSOvdCvdYxfhsPis YPoR,18-24,Startup
China,Education,Midjourney,96.02,3205,2023,usLnlGvUWIce daqwaHpYKgUAkXYkIhIXffRygkSFzwGuxWGpQincXMzSevruJFdGybnLFEqUONsOAeqUcDPwsixHbQYUeCxRMk zhboUYIzOXpYpbdbVUsUYFjdatcaNtQFgpbLVNeutBXsndR aI,55+,SME
UK,Education,Bard,49.82,2642,2024,cqvNYpveDynmtpOgVJXCPAPHDsxCWYrPYttEiSCtZwZKdIWbUgjQejilokBJFEslBznweVlBQImjaQv ORgDwRKuNxwhFOicVE syuNrwAOdmqjYdFIVwYMMipJCfzKsmAAzHQDmvdiNthLSTWWOOw,18-24,SME
India,Education,Midjourney,21.04,2061,2023,mKrNuTVdebg FKbdpErNGjxQJQqFEturDzWmVyHApTMQkQfJnYBXPmuyGxUDefjlBCGvyyoOyxRkAAhbXYGYAGDqDqSMLzXjglhFlOPPVjgXIffmiKpyPyXNlabNKyOQQLXxmpDsqwXCab fwshzXn,35-44,Enterprise
Australia,Education,Bard,88.32,7630,2024,fMjf MoanqBJvzdIcLzBUxPmYFVhTHJNWyaRtfdzhNlnhEXhaIEgqrlpXinQLzmGRJgMYRwPivvTqMdjByHZXUwiBXziUVVUddzriQUeymZlCSA MvxeQKkyzlXhnTwjaNAWqtbHogCnpaRfABIKvc,55+,SME
Brazil,Education,Bard,48.96,4980,2024,QUsvNgzQpsMwSarALvGYMjCmzucUoDOhDwpXPzhnbsLO MguMQcdqALlgZAUawGgPlWiSNwBHLfjfrxF Fd I  AkDhBzXXlvManNxcNnhyTzSnEgBlQRAaxPzvmXcIubuqfGlPazLdpjmVygplEuG,35-44,Enterprise
China,Education,Stable Diffusion,45.18,2613,2024,vyICbNVjMqrLERMyCebaxoCKFDsmbqyPiuPHlQfCos mkBrrjbemQAfbixkgfYdtitlcPmFJrxCVLPZeSXSVKoQFwuXgAJWMZ IloBktPKbm CqbDlQTeOBwZxXzTijqNslMzvbKunnfBKNlbWvuGr,25-34,Enterprise
Brazil,Education,ChatGPT,48.97,5523,2024,hfEgtLBdYRmQFyQqaCYALKNCjRadLRomhbOOscZLikkhNpzzq KSICmuNMlm IBYdwWOAZyvcPKXJncrohXlUtyIrabbSu OvJRHIqmAtNTVsKAiaxkqquYCcRspHgNsurDZJoNTEQQoesADZxmCgR,35-44,SME
USA,Education,Stable Diffusion,38.37,8465,2024,lYhFZpXJslCjrftcQaGYRx BVsveFUgEReUZsbHjxMzKdzxlrOgFgNjJwhKUlUZIXuHdKTCwJSAvQUWmZSmWUJYKCYZSmyGZwZpSuBUgJHjADODNAydZgj ygWCfzWIRLqmncFYEMafCPSLNBtjbgb,35-44,SME
Canada,Education,Midjourney,37.35,5320,2024,ebhTQAnuKfMCsVccJailFLoipOoPAaREiRNKManlpVFTeAMsnRBEjQLxcoYOeYqczLGdUeumPuquzbBtZkqYUZkNlDUXTEAobrucOyYCnAsainpOBQzhIvXMvBacsFgrhWujgMDaOOnuMqSoVWXYTI,18-24,SME
Australia,Education,Midjourney,7.57,4620,2023,eo jKUlfbewcVQDciKOzmrnOMMvnsvpIZKxIvtWwjMbsrPrFIpOamqrw tXyIvveywYIoPjEEynNknCjlpSOaJQFlaGtQOCyVNSWldsDGKQpBozXjYSkAEWDtOuxygd OvufURxBTFyirDhCcSXEbd,35-44,Startup
Australia,Education,Bard,77.45,6064,2024,T EQqpMWGjBINrEv NvjMNClOcvbDEdzMaLluxmYHmNEVdnDMYEvBcHWETKzLBSJEjKzKMwIahKvRslsPCNfSoqdXsNgMaJewQEoKJXQLUqwwQTSDXzHPgl iMPPKPrEb  Cy hnwkDydlqRenprKX,25-34,SME
China,Education,Midjourney,12.41,716,2024,IwlIvyfKTLqRKJrxqfZKtDdUHIVAUMNWkSgZdGOjMYRyKdyZIbg iEoSjiwYDFsFXMDjdnqGWKRJCwkfqqRFrmoqehvNtvCaYjWYxwmtuDywrjlccfOjDaZIbhdQdWDJCCwOMgktTGPSGvombQHaID,18-24,Startup
France,Education,Stable Diffusion,19.98,7339,2024,GKKajOqSGuMWUilbugJaHtLMXyGgfsKOgCvVxvYOjKbVqDPuyrPAJEVGtcl NaIHbPqFtoNCinVIAsQxIlMkXkcmumiHjoFybXmLZvaYNie TwB QoFxrwSzWOJwtGnDHHCksaFHlwlrSKKemQvscZ,35-44,SME
China,Education,Midjourney,14.72,2304,2024,BcIqQysdRdJylbaUlUnJABtiSTbAhsCPjwlmCFUggMwU NLiwbkFiiVCFZeqDgvpVPzwUrdfoYlTBDTkkZpFAxxrGNbgrepMkQzVUPUvCflUSfWHAkmvUgpXfPQQlXPMDgNNzzixwmIJwPQzeQcmXw,55+,Startup
Australia,Education,ChatGPT,11.01,746,2024,oGxHiBMaQCblhdILZPQliPxGnpsTxJPbLECsqVUbMUmiUtAvfYZkSkrwPQOesLWlRlUJPAtlCfTlihwJZhcKHljuQo  rtRMdiDAsdagzM DZvEGluoDOgjcutJvFgfLbOtZwgnqFvkpXMef kdyq ,18-24,Enterprise
Brazil,Education,ChatGPT,77.13,5195,2023,nzspBUOtOzAVMTvsiCIbweZNJPHGOdummnMHcMOPIUVxLwAMVIHwtGJbqGrJoPHXtNPYkkZjvzTPLpVRFSXOGNsyODTZuYUkyXKzlwhgGBoJoPOYOOdUctqyxbvlxqKfQNavRyVZGEjeYfUppqiyPj,25-34,Enterprise
UK,Education,ChatGPT,76.07,9641,2023,NQdRASNEDinNHDtotztkwHPAeB AkWMhblhkBQvWGGrxrmYiAlOByKBITcUshXAzvCsiQPmilSgNovrF SfLerdpwch DvjOhqAcpPK aXZgShB gpqSPfywLNPjOBBFCPDHOgfMIH bkwsXpiWZrR,35-44,Startup
Canada,Education,ChatGPT,92.48,2806,2024,opIeRVRkGGXNxgpsNECvyhDhLtzlnj zFqwSFrHqEDmkLNLimsRKgbbGCcSivtzwaJkIZw FZiwMMpAmQmwJIxmSLVSixsMxeVfzbzIVrrTKfXqHJueUkjiYyZdzMl DAdWRrRneVDKNNapOrosaFG,25-34,SME
Canada,Education,ChatGPT,69.18,3244,2024,BPeHcDOTXSMvTlksADMASwVqClCdRWOHbEzfZBqXuExqEYQMMRSdaabILEePQqEhkCFTiouniCiKHpzyzbMJ DhUsLNjpxpGzgMDtddWEjShFAagJC AIrBRwLULZKOFJYLSlXWdLXkOqVJYBTCema,18-24,SME
Australia,Education,ChatGPT,47.95,5590,2024,wpro pvRwIMPoRNuEaurCYVVGWKnOMjbcaIQezIafnQMJeYTsJulmoJeDowUOskjsrzmsZArD tdyAAeQFAIPsQYShFmQdICcWpQPYRYyTCjKhlqrdfuGTwcLuqsZevhSKUndSz MEwQeQeMeVcXAR,18-24,Enterprise
Australia,Education,Stable Diffusion,79.88,9983,2024,onPvUssKVuewFDWjcwqSqUzyEeXpWyXM BFWlCuKiqBlucQxLHtrRSKqfXlIT pOZDHVZWiMsiVRSSksdIOSDwDLMEjFrtZAj WDzfHMnYZtkLqFtNmYThUWgqkvdYLGyaaYQmjCwGdpRXoydDGevE,35-44,SME
China,Education,Bard,18.47,5933,2024,tIgocCpzfGPRoNrqlJnnxFoIQmVEYRnzMxfDCArQXSYaymYDTXhMggFHOodtQ DfTojemgjYEVeaFCCuxiLvlZwacyPPbaTUiIYXvKahUURtnGQNoQlEGFBvCmwRzTFgHlNPIIaVZTaGXTAlfKWMGE,45-54,SME
Germany,Education,Bard,49.18,4622,2024,NvpDGMOTOZeSJsWrlqKFrnMGrjWCupBBYpANmmHRakdXZYkaCvTVrSajMIvoyYZfwjSeIppRaMtXNrjyEANRszmWILMGuIfxvEWamIHYzk jRTUsloiDdVgirLycDto pEcUmTjgXGIV KsSwWJwXf,35-44,Startup
Canada,Education,Stable Diffusion,89.0,1837,2024,iTAaYLEgHNLibGHDcNchcvovTttLKSMROSYISqsmvIXmkmTH JKyywLTbqPvX lXIbCKVdCbBOiNVkLFdXtccOxscjPCS CTDVfdDNVZHgYnqcUzMuhcndWRInaBPJaiXYEpkttYihNvGfoEjLDZae,55+,Startup
Australia,Education,ChatGPT,40.47,3814,2024,jNwTVntsbneuQrsOvBXehBVDVNrVVcuJUSXnfTMNhbDHmzYcRTv idpZRWfgxvpYLFUAPuIFfKarxegdGyxBnmhxwOOUiiUSJMireQBtP PANVveXzugiNCU FqQlQwzMjectuEIYjFvAOHVluHGhy,55+,SME
Australia,Education,Claude,76.01,1034,2024,aWKsgrXaAxG Z zaW lWMdKkSDPDdK VKJrtvERJzDSJOlRChspgEaExojyrqhkvLAplMBkzLugJKvfcHoagmgAcdbMlICAOIkLGNCBTshWuRssaFY WwnCpaGnmnqfBfBHfYTjoklyQbjzOKHgvDK,35-44,Enterprise
France,Education,ChatGPT,26.86,3331,2023,hpURqatsveuQXmxqsAmolTqk ipkAoAvEKn FemfDrclaCAMcJBBhVOCqlkuDsGkNWfgPaCBWMR slYeYmcKfoDhAuI NuKQcmYKrNfDBeTTmIx JEzaEGFEkohTzgQcYBYVAGPBHvVnBWzGzRoTAh,25-34,Startup
Australia,Education,ChatGPT,50.93,3143,2024,GVWzzRhmFzIbCcunlwnNETAInusYijPSqAtfHXtkBzVnbPFzQwypCYVbKYLZXVeKNVHudwvgAeVeEyoYnbvQR CrNLkUjhMK O XItBXhmmLkUDHntToUzEPtBOlUByyEhnFjYmvatVnEnATLNLCCr,25-34,SME
France,Education,Claude,6.19,4897,2024,XShUkj iykMkxauKQKgVjUmqpuYDnDRmKFK afGyROaZMeQnOUAliEygxZDAlFBEoIFdcOfpdiDZWhiKDYWaOvDfOLEsyXPQGIpkGdjhwLpatjyGmghrMeUOlwCTYKJlWkcRcZvuq WwQNKMvBdPDU,18-24,Enterprise
Germany,Education,ChatGPT,27.46,7731,2023,FRilmAuEOMLqRpHHvoOiFOJPgBbPZEXQlehZNJPSEDNZTEvVaDOP HKqCtClyllNJhEEHuEKIDfAbWhqhsXicAOdempkIUnYAIbunrXHCyZWZKrZLIYKfOhAXoXBdRH jPxKGNaHIRvyLRZMxpJbhf,35-44,Startup
